ts_code,csname,extname,cname,index_code,index_name,list_date,exchange
512890.SH,华泰柏瑞中证红利低波动ETF,红利低波ETF华泰柏瑞,华泰柏瑞中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,20190118,SH
512900.SH,南方中证全指证券公司ETF,证券ETF南方,南方中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20170331,SH
512910.SH,广发中证A100ETF,A100ETF广发,广发中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,20190701,SH
512930.SH,平安人工智能ETF,AI人工智能ETF平安,平安中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,20190823,SH
512940.SH,华安中证有色金属矿业主题ETF,有色ETF华安,华安中证有色金属矿业主题交易型开放式指数证券投资基金,931892.CSI,中证有色金属矿业主题指数,20260226,SH
512950.SH,华夏中证央企ETF,央企改革ETF华夏,华夏中证央企结构调整交易型开放式指数证券投资基金,000860.SH,中证央企结构调整指数,20190118,SH
512960.SH,博时央企结构调整ETF,央企结构调整ETF博时,博时中证央企结构调整交易型开放式指数证券投资基金,000860.SH,中证央企结构调整指数,20190118,SH
512970.SH,粤港澳大湾区ETF,大湾区ETF平安,平安中证粤港澳大湾区发展主题交易型开放式指数证券投资基金,931000.CSI,中证粤港澳大湾区发展主题指数,20191111,SH
512980.SH,广发中证传媒ETF,传媒ETF广发,广发中证传媒交易型开放式指数证券投资基金,399971.SZ,中证传媒指数,20180119,SH
512990.SH,华夏MSCI中国A股国际通ETF,MSCIA股ETF华夏,华夏MSCI中国A股国际通交易型开放式指数证券投资基金,716566.MI,MSCI中国A股国际通指数,20150325,SH
513000.SH,易方达奥明日经225ETF(QDII),日经225ETF易方达,易方达奥明日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,20190625,SH
513010.SH,易方达恒生科技ETF(QDII),恒生科技ETF易方达,易方达恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210525,SH
513020.SH,国泰中证港股通科技ETF,港股科技ETF国泰,国泰中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,20220208,SH
513030.SH,华安德国(DAX)ETF,德国ETF华安,华安国际龙头(DAX)交易型开放式指数证券投资基金,GDAXI.GY,德国法兰克福DAX指数,20140905,SH
513040.SH,易方达中证港股通互联网ETF,港股通互联网ETF易方达,易方达中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,20230612,SH
513050.SH,易方达中证海外中国互联网50(QDII-ETF),中概互联网ETF易方达,易方达中证海外中国互联网50交易型开放式指数证券投资基金,H30533.CSI,中证海外中国互联网50指数,20170118,SH
513060.SH,博时恒生医疗保健(QDII-ETF),恒生医疗ETF博时,博时恒生医疗保健交易型开放式指数证券投资基金(QDII),HSHCI.HI,恒生医疗保健指数,20210329,SH
513070.SH,易方达中证港股通消费主题ETF,港股通消费ETF易方达,易方达中证港股通消费主题交易型开放式指数证券投资基金,931454.CSI,中证港股通消费主题指数,20220324,SH
513080.SH,华安法国CAC40ETF,法国ETF华安,华安法国CAC40交易型开放式指数证券投资基金(QDII),CAC40.FP,巴黎CAC40指数,20200612,SH
513090.SH,易方达中证香港证券投资主题(港股通)ETF,香港证券ETF易方达,易方达中证香港证券投资主题交易型开放式指数证券投资基金,930709.CSI,中证香港证券投资主题指数,20200326,SH
513100.SH,国泰纳斯达克100(QDII-ETF),纳指ETF国泰,纳斯达克100交易型开放式指数证券投资基金,NDX.NASDAQ,纳斯达克100指数,20130515,SH
513110.SH,华泰柏瑞纳斯达克100ETF(QDII),纳指ETF华泰柏瑞,华泰柏瑞纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230320,SH
513120.SH,广发中证香港创新药(QDII-ETF),港股创新药ETF广发,广发中证香港创新药交易型开放式指数证券投资基金(QDII),931787.CSI,中证香港创新药指数,20220712,SH
513130.SH,华泰柏瑞南方东英恒生科技指数ETF(QDII),恒生科技ETF华泰柏瑞,华泰柏瑞南方东英恒生科技指数交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210601,SH
513140.SH,华泰柏瑞中证港股通金融服务ETF(QDII),港股通金融ETF华泰柏瑞,华泰柏瑞中证港股通金融服务交易型开放式指数证券投资基金(QDII),H30106.CSI,中证港股通金融服务指数,20230112,SH
513150.SH,华泰柏瑞中证港股通科技ETF,港股通科技ETF华泰柏瑞,华泰柏瑞中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,20220211,SH
513160.SH,科技30,港股科技ETF银华,银华恒生港股通中国科技交易型开放式指数证券投资基金,HSSCT.HI,恒生港股通中国科技指数,20220209,SH
513170.SH,鹏华恒生中国央企ETF(QDII),恒生央企ETF鹏华,鹏华恒生中国央企交易型开放式指数证券投资基金(QDII),HSCSOE.HI,恒生中国央企指数,20240419,SH
513180.SH,华夏恒生科技ETF(QDII),恒生科技ETF华夏,华夏恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210525,SH
513190.SH,华夏中证港股通内地金融ETF,港股通金融ETF华夏,华夏中证港股通内地金融交易型开放式指数证券投资基金,H11146.CSI,中证港股通内地金融指数,20231011,SH
513200.SH,易方达中证港股通医药卫生综合ETF,港股通医药ETF易方达,易方达中证港股通医药卫生综合交易型开放式指数证券投资基金,930965.CSI,中证港股通医药卫生综合指数,20220211,SH
513210.SH,易方达恒生ETF(QDII),恒生ETF易方达,易方达恒生交易型开放式指数证券投资基金(QDII),HSI.HI,恒生指数,20240422,SH
513220.SH,招商中证全球中国互联网ETF(QDII),中概互联ETF招商,招商中证全球中国互联网交易型开放式指数证券投资基金(QDII),930796.CSI,中证全球中国互联网指数,20220715,SH
513230.SH,华夏中证港股通消费主题ETF,港股通消费ETF华夏,华夏中证港股通消费主题交易型开放式指数证券投资基金,931454.CSI,中证港股通消费主题指数,20220124,SH
513240.SH,华安中证港股通信息技术综合ETF,港股通信息技术ETF华安,华安中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,20260508,SH
513260.SH,汇添富恒生科技ETF,恒生科技ETF汇添富,汇添富恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20220913,SH
513280.SH,汇添富恒生生物科技ETF,恒生生物科技ETF汇添富,汇添富恒生生物科技交易型开放式指数证券投资基金(QDII),HSBIO.HI,恒生生物科技指数,20220718,SH
513290.SH,汇添富纳斯达克生物科技ETF,纳指生物科技ETF汇添富,汇添富纳斯达克生物科技交易型开放式指数证券投资基金(QDII),NBI.OTH,纳斯达克生物技术指数,20220829,SH
513300.SH,华夏纳斯达克100ETF(QDII),纳斯达克ETF华夏,华夏纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20201105,SH
513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),中韩半导体ETF华泰柏瑞,华泰柏瑞中证韩交所中韩半导体交易型开放式指数证券投资基金(QDII),931790.CSI,中证韩交所中韩半导体指数,20221222,SH
513320.SH,易方达恒生港股通新经济ETF,港股通新经济ETF易方达,易方达恒生港股通新经济交易型开放式指数证券投资基金,HSSCNE.HI,恒生港股通新经济指数,20220321,SH
513330.SH,华夏恒生互联网科技业ETF(QDII),恒生互联网ETF华夏,华夏恒生互联网科技业交易型开放式指数证券投资基金(QDII),HSIII.HI,恒生互联网科技业指数,20210208,SH
513350.SH,富国标普石油天然气勘探及生产精选行业ETF(QDII),标普油气ETF富国,富国标普石油天然气勘探及生产精选行业交易型开放式指数证券投资基金(QDII),SPSIOP.OTH,标普石油与天然气的勘探与生产精选行业指数,20231128,SH
513360.SH,博时全球中国教育(QDII-ETF),教育ETF博时,博时中证全球中国教育主题交易型开放式指数证券投资基金(QDII),931456.CSI,中证全球中国教育主题指数,20210617,SH
513380.SH,广发恒生科技(QDII-ETF),恒生科技ETF广发,广发恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20220512,SH
513390.SH,博时纳斯达克100ETF,纳指100ETF博时,博时纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20230508,SH
513400.SH,道琼斯ETF,道琼斯ETF鹏华,鹏华道琼斯工业平均交易型开放式指数证券投资基金(QDII),DJI.UN,道琼斯工业平均指数,20240202,SH
513500.SH,博时标普500ETF,标普500ETF博时,博时标普500交易型开放式指数证券投资基金,SPTR500N.OTH,标普500净总收益指数,20140115,SH
513520.SH,华夏野村日经225ETF,日经ETF华夏,华夏野村日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,20190625,SH
513530.SH,华泰柏瑞中证港股通高股息投资ETF(QDII),港股通红利ETF华泰柏瑞,华泰柏瑞中证港股通高股息投资交易型开放式指数证券投资基金(QDII),930914.CSI,中证港股通高股息投资指数,20220425,SH
513550.SH,华泰柏瑞中证港股通50ETF,港股通50ETF华泰柏瑞,华泰柏瑞中证港股通50交易型开放式指数证券投资基金,930931.CSI,中证港股通50指数,20210113,SH
513560.SH,兴银中证港股通科技ETF,香港科技ETF兴银,兴银中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,20230213,SH
513580.SH,华安恒生科技ETF,恒生科技ETF华安,华安恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20210527,SH
513590.SH,香港消费,港股通消费ETF鹏华,鹏华中证港股通消费主题交易型开放式指数证券投资基金,931454.CSI,中证港股通消费主题指数,20210819,SH
513600.SH,南方恒生指数ETF,恒生指数ETF南方,南方恒生交易型开放式指数证券投资基金,HSI.HI,恒生指数,20150126,SH
513620.SH,港医疗指,港股医疗ETF银华,银华中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,20260518,SH
513630.SH,摩根标普港股通低波红利ETF,港股低波红利ETF摩根,摩根标普港股通低波红利交易型开放式指数证券投资基金,SPAHLVCP.OTH,标普港股通低波红利指数,20231208,SH
513650.SH,南方标普500ETF(QDII),标普500ETF南方,南方标普500交易型开放式指数证券投资基金(QDII),SPX.UN,标普500指数,20230404,SH
513660.SH,华夏沪港通恒生ETF,恒生ETF华夏,华夏沪港通恒生交易型开放式指数证券投资基金,HSI.HI,恒生指数,20150126,SH
513690.SH,博时恒生高股息ETF,港股红利ETF博时,博时恒生港股通高股息率交易型开放式指数证券投资基金,HSSCHKY.HI,恒生港股通高股息率指数,20210520,SH
513700.SH,香港医药,港股通医药ETF鹏华,鹏华中证港股通医药卫生综合交易型开放式指数证券投资基金,930965.CSI,中证港股通医药卫生综合指数,20210806,SH
513720.SH,国泰中证港股通互联网ETF,港股互联网ETF国泰,国泰中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,20260109,SH
513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),东南亚科技ETF华泰柏瑞,华泰柏瑞南方东英新交所泛东南亚科技交易型开放式指数证券投资基金(QDII),ASIATECP.OTH,新交所泛东南亚科技指数,20231201,SH
513750.SH,广发中证港股通非银ETF,港股通非银ETF广发,广发中证港股通非银行金融主题交易型开放式指数证券投资基金,931024.CSI,中证港股通非银行金融主题指数,20231127,SH
513770.SH,华宝中证港股通互联网ETF,港股互联网ETF华宝,华宝中证港股通互联网交易型开放式指数证券投资基金,931637.CSI,中证港股通互联网指数,20220218,SH
513780.SH,景顺长城中证港股通创新药ETF,港股创新药ETF景顺,景顺长城中证港股通创新药交易型开放式指数证券投资基金,931250.CSI,中证港股通创新药指数,20241025,SH
513800.SH,南方顶峰TOPIXETF(QDII),日本东证指数ETF南方,南方顶峰TOPIX交易型开放式指数证券投资基金(QDII),TPX.JT,东证股价指数,20190625,SH
513810.SH,华夏中证香港内地国有企业ETF(QDII),港股国企ETF华夏,华夏中证香港内地国有企业交易型开放式指数证券投资基金(QDII),H11153.CSI,中证香港内地国有企业指数,20230901,SH
513820.SH,汇添富中证港股通高股息投资ETF,港股通红利ETF汇添富,汇添富中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20240516,SH
513830.SH,嘉实中证港股通高股息投资ETF,港股通高股息ETF嘉实,嘉实中证港股通高股息投资交易型开放式指数证券投资基金,930914.CSI,中证港股通高股息投资指数,20250307,SH
513850.SH,易方达MSCI美国50ETF(QDII),美国50ETF易方达,易方达MSCI美国50交易型开放式指数证券投资基金(QDII),750108.MI,MSCI美国50指数,20231117,SH
513860.SH,海富通中证港股通科技ETF,港股通科技ETF海富通,海富通中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,20210702,SH
513870.SH,富国纳斯达克100ETF(QDII),纳指ETF富国,富国纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,20231102,SH
513880.SH,华安日经225ETF,日经225ETF华安,华安三菱日联日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,20190625,SH
513890.SH,摩根恒生科技ETF(QDII),恒生科技ETF摩根,摩根恒生科技交易型开放式指数证券投资基金(QDII),HSTECH.HI,恒生科技指数,20220121,SH
513900.SH,华安CES港股通精选100ETF,港股通100ETF华安,华安CES港股通精选100交易型开放式指数证券投资基金,CES100.OTH,中华交易服务港股通精选100指数,20180525,SH
513910.SH,华夏中证港股通央企红利ETF,港股通央企红利ETF华夏,华夏中证港股通央企红利交易型开放式指数证券投资基金,931233.CSI,中证港股通央企红利指数,20240304,SH
513920.SH,华安恒生港股通中国央企红利ETF,港股通央企红利ETF华安,华安恒生港股通中国央企红利交易型开放式指数证券投资基金,HSSCSOY.HI,恒生港股通中国央企红利指数,20240105,SH
513930.SH,华泰柏瑞恒生生物科技ETF,恒生生物科技ETF华泰柏瑞,华泰柏瑞恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,20260318,SH
513950.SH,富国恒生港股通高股息低波动ETF(QDII),恒生红利ETF富国,富国恒生港股通高股息低波动交易型开放式指数证券投资基金(QDII),HSHYLV.HI,恒生港股通高股息低波动指数,20230428,SH
513970.SH,景顺长城恒生消费ETF(QDII),恒生消费ETF景顺,景顺长城恒生消费交易型开放式指数证券投资基金(QDII),HSCGSI.HI,恒生消费指数,20230421,SH
513980.SH,景顺长城中证港股通科技ETF,港股科技ETF景顺,景顺长城中证港股通科技交易型开放式指数证券投资基金,931573.CSI,中证港股通科技指数,20210702,SH
513990.SH,招商上证港股通ETF,港股通ETF招商,招商上证港股通交易型开放式指数证券投资基金,H50069.CSI,上证港股通指数,20200818,SH
515000.SH,华宝中证科技龙头ETF,科技ETF华宝,华宝中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,20190816,SH
515010.SH,华夏中证全指证券公司ETF,证券ETF华夏,华夏中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20191107,SH
515020.SH,华夏中证银行ETF,银行ETF华夏,华夏中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20191203,SH
515030.SH,华夏中证新能源汽车ETF,新能源车ETF华夏,华夏中证新能源汽车交易型开放式指数证券投资基金,399976.SZ,中证新能源汽车指数,20200304,SH
515050.SH,华夏中证5G通信主题ETF,通信ETF华夏,华夏中证5G通信主题交易型开放式指数证券投资基金,931079.CSI,中证5G通信主题指数,20191016,SH
515060.SH,华夏中证全指房地产ETF,房地产ETF华夏,华夏中证全指房地产交易型开放式指数证券投资基金,931775.CSI,中证全指房地产指数,20200103,SH
515070.SH,华夏中证人工智能主题ETF,人工智能ETF华夏,华夏中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,20191224,SH
515080.SH,招商中证红利ETF,中证红利ETF招商,招商中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20191227,SH
515090.SH,博时可持续发展100ETF,可持续发展ETF博时,博时中证可持续发展100交易型开放式指数证券投资基金,931268.CSI,中证可持续发展100指数,20200220,SH
515100.SH,景顺长城中证红利低波动100ETF,红利低波100ETF景顺,景顺长城中证红利低波动100交易型开放式指数证券投资基金,930955.CSI,中证红利低波动100指数,20200703,SH
515110.SH,易方达中证国企一带一路ETF,一带一路ETF易方达,易方达中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20200115,SH
515120.SH,广发创新药ETF,创新药ETF广发,广发中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210104,SH
515130.SH,博时沪深300ETF,沪深300ETF博时,博时沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20200511,SH
515150.SH,富国中证国企一带一路ETF,一带一路ETF富国,富国中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20200115,SH
515160.SH,招商MSCI中国A股国际通ETF,MSCI中国ETF招商,招商MSCI中国A股国际通交易型开放式指数证券投资基金,716567.MI,MSCI中国A股国际通(人民币)指数,20200302,SH
515170.SH,华夏中证细分食品饮料产业主题ETF,食品饮料ETF华夏,华夏中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,20210113,SH
515180.SH,易方达中证红利ETF,红利ETF易方达,易方达中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20191220,SH
515190.SH,中银证券中证500ETF,中证500ETF中银证券,中银证券中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20200527,SH
515200.SH,申万菱信中证研发创新100ETF,创新100ETF申万菱信,申万菱信中证研发创新100交易型开放式指数证券投资基金,931159.CSI,中证研发创新100指数,20191115,SH
515210.SH,国泰中证钢铁ETF,钢铁ETF国泰,国泰中证钢铁交易型开放式指数证券投资基金,930606.CSI,中证钢铁指数,20200302,SH
515220.SH,国泰中证煤炭ETF,煤炭ETF国泰,国泰中证煤炭交易型开放式指数证券投资基金,399998.SZ,中证煤炭指数,20200302,SH
515230.SH,国泰中证全指软件ETF,软件ETF国泰,国泰中证全指软件交易型开放式指数证券投资基金,H30202.CSI,中证全指软件指数,20210302,SH
515250.SH,富国中证智能汽车主题ETF,智能汽车ETF富国,富国中证智能汽车主题交易型开放式指数证券投资基金,930721.CSI,中证智能汽车主题指数,20210108,SH
515260.SH,华宝中证电子50ETF,电子ETF华宝,华宝中证电子50交易型开放式指数证券投资基金,931461.CSI,中证电子50指数,20200731,SH
515290.SH,天弘中证银行ETF,银行ETF天弘,天弘中证银行交易型开放式指数证券投资基金,399986.SZ,中证银行指数,20201228,SH
515300.SH,嘉实沪深300红利低波动ETF,300红利低波ETF嘉实,嘉实沪深300红利低波动交易型开放式指数证券投资基金,930740.CSI,沪深300红利低波动指数,20190919,SH
515310.SH,添富沪深300ETF,沪深300ETF汇添富,汇添富沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191225,SH
515320.SH,华安中证电子50ETF,电子50ETF华安,华安中证电子50交易型开放式指数证券投资基金,931461.CSI,中证电子50指数,20210108,SH
515330.SH,天弘沪深300ETF,沪深300ETF天弘,天弘沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191226,SH
515350.SH,民生加银沪深300ETF,沪深300ETF民生加银,民生加银沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20200207,SH
515360.SH,方正富邦沪深300ETF,沪深300ETF方正富邦,方正富邦沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191101,SH
515370.SH,华夏中证光伏产业ETF,光伏ETF华夏,华夏中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20251118,SH
515380.SH,泰康300,沪深300ETF泰康,泰康沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20200323,SH
515390.SH,华安沪深300ETF,沪深300ETF华安,华安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20200110,SH
515400.SH,富国中证大数据产业ETF,大数据ETF富国,富国中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,20210120,SH
515450.SH,南方标普中国A股大盘红利低波50ETF,红利低波50ETF南方,南方标普中国A股大盘红利低波50交易型开放式指数证券投资基金,SPCLLHCP.OTH,标普中国A股大盘红利低波50指数,20200226,SH
515460.SH,南方中证全指红利质量ETF,红利质量ETF南方,南方中证全指红利质量交易型开放式指数证券投资基金,932315.CSI,中证全指红利质量指数,20260316,SH
515530.SH,泰康500,中证500ETF泰康,泰康中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20201109,SH
515550.SH,国联中证500ETF,中证500ETF国联,国联中证500交易型开放式指数证券投资基金,000905.SH,中证小盘500指数,20191225,SH
515560.SH,建信中证全指证券公司ETF,证券ETF建信,建信中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200720,SH
515580.SH,华泰柏瑞中证科技100ETF,科技100ETF华泰柏瑞,华泰柏瑞中证科技100交易型开放式指数证券投资基金,931187.CSI,中证科技100指数,20191028,SH
515590.SH,前海开源中证500等权ETF,500等权ETF前海开源,前海开源中证500等权重交易型开放式指数证券投资基金,000982.SH,中证500等权重指数,20200120,SH
515600.SH,广发中证央企创新驱动ETF,央企创新ETF广发,广发中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20191218,SH
515630.SH,保险证券,证券保险ETF鹏华,鹏华中证800证券保险交易型开放式指数证券投资基金,399966.SZ,中证800证券保险指数,20200403,SH
515640.SH,华夏中证全指家用电器ETF,家电ETF华夏,华夏中证全指家用电器交易型开放式指数证券投资基金,930697.CSI,中证全指家用电器指数,20260424,SH
515650.SH,富国中证消费50ETF,消费50ETF富国,富国中证消费50交易型开放式指数证券投资基金,931139.CSI,中证消费50指数,20191111,SH
515660.SH,国联安沪深300ETF,沪深300ETF国联安,国联安沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,20191224,SH
515680.SH,嘉实央企创新驱动ETF,央企创新ETF嘉实,嘉实中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20191218,SH
515700.SH,平安中证新能源汽车产业ETF,新能源车ETF平安,平安中证新能源汽车产业交易型开放式指数证券投资基金,930997.CSI,中证新能源汽车产业指数,20200210,SH
515710.SH,华宝中证细分食品饮料产业主题ETF,食品饮料ETF华宝,华宝中证细分食品饮料产业主题交易型开放式指数证券投资基金,000815.CSI,中证细分食品饮料产业主题指数,20210107,SH
515720.SH,富国中证金融科技主题ETF,金融科技ETF富国,富国中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20251009,SH
515730.SH,家居家电ETF永赢,家居家电ETF永赢,永赢中证家居家电交易型开放式指数证券投资基金,931241.CSI,中证家居家电指数,20251125,SH
515750.SH,富国中证科技50策略ETF,科技50ETF富国,富国中证科技50策略交易型开放式指数证券投资基金,931186.CSI,中证科技50策略指数,20191206,SH
515760.SH,华夏中证浙江国资创新发展ETF,浙江国资ETF华夏,华夏中证浙江国资创新发展交易型开放式指数证券投资基金,931372.CSI,中证浙江国资创新发展指数,20201012,SH
515770.SH,摩根MSCI中国A股ETF,MSCI中国A股ETF摩根,摩根MSCI中国A股交易型开放式指数证券投资基金,718711.MI,MSCI中国A股人民币指数,20200619,SH
515790.SH,华泰柏瑞中证光伏产业ETF,光伏ETF华泰柏瑞,华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,20201218,SH
515800.SH,添富中证800ETF,中证800ETF汇添富,中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191216,SH
515810.SH,易方达中证800ETF,中证800ETF易方达,易方达中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,20191025,SH
515850.SH,富国中证全指证券公司ETF,证券ETF富国,富国中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,20200221,SH
515860.SH,嘉实新兴科技100ETF,科技ETF嘉实,嘉实中证新兴科技100策略交易型开放式指数证券投资基金,931165.CSI,中证新兴科技100策略指数,20191022,SH
515880.SH,国泰中证全指通信设备ETF,通信ETF国泰,国泰中证全指通信设备交易型开放式指数证券投资基金,931160.CSI,中证全指通信设备指数,20190906,SH
515890.SH,博时中证红利ETF,红利ETF博时,博时中证红利交易型开放式指数证券投资基金,000922.CSI,中证红利指数,20200420,SH
515900.SH,博时央企创新ETF,央企创新ETF博时,博时中证央企创新驱动交易型开放式指数证券投资基金,000861.CSI,中证央企创新驱动指数,20191218,SH
515910.SH,质量ETF,质量ETF中金,中金MSCI中国A股国际质量交易型开放式指数证券投资基金,707717L.MI,MSCI中国A股国际公司质量指数(本币),20210226,SH
515920.SH,博时智能消费ETF,智能消费ETF博时,博时中证智能消费主题交易型开放式指数证券投资基金,930648.CSI,中证智能消费主题指数,20210120,SH
515950.SH,富国中证医药50ETF,医药50ETF富国,富国中证医药50交易型开放式指数证券投资基金,931140.CSI,中证医药50指数,20200401,SH
515960.SH,嘉实医药健康100ETF,医药ETF嘉实,嘉实中证医药健康100策略交易型开放式指数证券投资基金,931166.CSI,中证医药健康100策略指数,20200610,SH
515970.SH,华夏中证工程机械主题ETF,工程机械ETF华夏,华夏中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,20260212,SH
515980.SH,华富中证人工智能产业ETF,人工智能ETF华富,华富中证人工智能产业交易型开放式指数证券投资基金,931071.CSI,中证人工智能产业指数,20200210,SH
515990.SH,添富中证国企一带一路ETF,一带一路ETF汇添富,汇添富中证国企一带一路交易型开放式指数证券投资基金,000859.CSI,中证国企一带一路指数,20200115,SH
516000.SH,华夏中证大数据产业ETF,大数据ETF华夏,华夏中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,20210301,SH
516010.SH,国泰中证动漫游戏ETF,游戏ETF国泰,国泰中证动漫游戏交易型开放式指数证券投资基金,930901.CSI,中证动漫游戏指数,20210305,SH
516020.SH,华宝化工ETF,化工ETF华宝,华宝中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210308,SH
516050.SH,科技龙头ETF工银,科技龙头ETF工银,工银瑞信中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,20210205,SH
516060.SH,创新药ETF工银,创新药ETF工银,工银瑞信中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210301,SH
516070.SH,易方达中证内地低碳经济主题ETF,低碳ETF易方达,易方达中证内地低碳经济主题交易型开放式指数证券投资基金,000977.CSI,中证内地低碳经济主题指数,20210423,SH
516080.SH,易方达中证创新药产业ETF,创新药ETF易方达,易方达中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,20210223,SH
516090.SH,易方达中证新能源ETF,新能源ETF易方达,易方达中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210319,SH
516100.SH,华夏中证金融科技主题ETF,金融科技ETF华夏,华夏中证金融科技主题交易型开放式指数证券投资基金,930986.CSI,中证金融科技主题指数,20210723,SH
516110.SH,国泰中证800汽车与零部件ETF,汽车ETF国泰,国泰中证800汽车与零部件交易型开放式指数证券投资基金,H30015.CSI,中证800汽车与零部件指数,20210507,SH
516120.SH,富国中证细分化工产业主题ETF,化工ETF富国,富国中证细分化工产业主题交易型开放式指数证券投资基金,000813.CSI,中证细分化工产业主题指数,20210309,SH
516130.SH,华宝消费龙头ETF,消费龙头ETF华宝,华宝中证消费龙头交易型开放式指数证券投资基金,931068.CSI,中证消费龙头指数,20211013,SH
516150.SH,嘉实中证稀土产业ETF,稀土ETF嘉实,嘉实中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,20210317,SH
516160.SH,南方中证新能源ETF,新能源ETF南方,南方中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,20210204,SH
